joint_id,source_parent_bone,source_child_bone,parent_bone,child_bone,total_frames,raw_sign_flip_count,corrected_sign_flip_count,min_raw_consecutive_dot,min_corrected_consecutive_dot,post_correction_valid,correction_applied
J023,T3_671:LThumb1,T3_671:LThumb2,LThumb1,LThumb2,31392,0,0,0.9860191764368805,0.9860191764368805,True,False
J024,T3_671:LThumb2,T3_671:LThumb3,LThumb2,LThumb3,31392,0,0,0.9860193168815451,0.9860193168815451,True,False
J025,T3_671:LFoot,T3_671:LToe,LFoot,LToe,31392,0,0,0.9991010850823525,0.9991010850823525,True,False
J026,T3_671:LShoulder,T3_671:LUArm,LShoulder,LUArm,31392,0,0,0.9795411781933733,0.9795411781933733,True,False
J027,T3_671:Chest,T3_671:Neck,Chest,Neck,31392,0,0,0.999881126459141,0.999881126459141,True,False
J028,T3_671:Neck,T3_671:Neck2,Neck,Neck2,31392,0,0,0.9998811426984284,0.9998811426984284,True,False
J029,T3_671:RUArm,T3_671:RFArm,RUArm,RFArm,31392,0,0,0.9882184878281317,0.9882184878281317,True,False
J030,T3_671:RShin,T3_671:RFoot,RShin,RFoot,31392,0,0,0.995250043283955,0.995250043283955,True,False
J031,T3_671:RFArm,T3_671:RHand,RFArm,RHand,31392,0,0,0.9740732042413718,0.9740732042413718,True,False
J032,T3_671:RHand,T3_671:RIndex1,RHand,RIndex1,31392,0,0,0.9600590662427455,0.9600590662427455,True,False
J033,T3_671:RIndex1,T3_671:RIndex2,RIndex1,RIndex2,31392,0,0,0.9468338079584888,0.9468338079584888,True,False
J034,T3_671:RIndex2,T3_671:RIndex3,RIndex2,RIndex3,31392,0,0,0.9907013834708268,0.9907013834708268,True,False
J035,T3_671:RHand,T3_671:RMiddle1,RHand,RMiddle1,31392,0,0,0.9813001565542421,0.9813001565542421,True,False
J036,T3_671:RMiddle1,T3_671:RMiddle2,RMiddle1,RMiddle2,31392,0,0,0.9769178464934223,0.9769178464934223,True,False
J037,T3_671:RMiddle2,T3_671:RMiddle3,RMiddle2,RMiddle3,31392,0,0,0.9959797371333047,0.9959797371333047,True,False
J038,T3_671:RHand,T3_671:RPinky1,RHand,RPinky1,31392,0,0,0.993660365248815,0.993660365248815,True,False
J039,T3_671:RPinky1,T3_671:RPinky2,RPinky1,RPinky2,31392,0,0,0.9979480998804964,0.9979480998804964,True,False
J040,T3_671:RPinky2,T3_671:RPinky3,RPinky2,RPinky3,31392,0,0,0.9996436908878776,0.9996436908878776,True,False
J041,T3_671:RHand,T3_671:RRing1,RHand,RRing1,31392,0,0,0.9925097447774192,0.9925097447774192,True,False
J042,T3_671:RRing1,T3_671:RRing2,RRing1,RRing2,31392,0,0,0.9946308097341441,0.9946308097341441,True,False
J043,T3_671:RRing2,T3_671:RRing3,RRing2,RRing3,31392,0,0,0.9990671327440384,0.9990671327440384,True,False
J044,T3_671:RThigh,T3_671:RShin,RThigh,RShin,31392,0,0,0.998217842901028,0.998217842901028,True,False
J045,T3_671:Chest,T3_671:RShoulder,Chest,RShoulder,31392,0,0,0.999414215576169,0.999414215576169,True,False
J046,T3_671:T3_671,T3_671:RThigh,T3_671,RThigh,31392,0,0,0.9984924002575915,0.9984924002575915,True,False
J047,T3_671:RHand,T3_671:RThumb1,RHand,RThumb1,31392,0,0,0.9950727315726491,0.9950727315726491,True,False
J048,T3_671:RThumb1,T3_671:RThumb2,RThumb1,RThumb2,31392,0,0,0.9951764449277324,0.9951764449277324,True,False
J049,T3_671:RThumb2,T3_671:RThumb3,RThumb2,RThumb3,31392,0,0,0.9951765613113387,0.9951765613113387,True,False
J050,T3_671:RFoot,T3_671:RToe,RFoot,RToe,31392,0,0,0.9997632551019114,0.9997632551019114,True,False
J051,T3_671:RShoulder,T3_671:RUArm,RShoulder,RUArm,31392,0,0,0.9936416184919431,0.9936416184919431,True,False
J052,T3_671:Ab,T3_671:Spine2,Ab,Spine2,31392,0,0,0.9999570851601868,0.9999570851601868,True,False
J053,T3_671:Spine2,T3_671:Spine3,Spine2,Spine3,31392,0,0,0.9999570777739377,0.9999570777739377,True,False
J054,T3_671:Spine3,T3_671:Spine4,Spine3,Spine4,31392,0,0,0.9999570848225651,0.9999570848225651,True,False
